Id,SE,Label,Weighted In-Degree,Authority,Hub,PageRank
7513,1, Šehzidin Adili,0,0,0,0
7514,101, netmute,0,0,0,0
7515,11, Johvial,0,0.0001631055,0,8.90602883978339E-005
7516,1, brian,0,0.0001631055,0,0.000159413
7517,101, Andy Brudtkuhl,0,0,0,0
7518,19, Marton,1,0.0001631055,0,0.000091192
7519,101, TylerAndFriends,0,0,0,0
7520,101, mhanney,0,0,0,0
7521,101, cclark,0,0,0,0
7523,1, Guy B,0,0,0,0
7524,101, Otto Harju,0,0,0,0
7525,101, Bernhard,0,0,0,0
7526,101, Leatherwing,0,0,0,0
7527,101, Asherlc,0,0,0,0
7528,1, Dirgon,0,0,0,0
7529,1, walkingtall,0,0.0001631055,0,0.0001160278
7530,1, user7530,-1,0.0001631055,0,9.37007252359318E-005
7532,101, rubik,0,0,0,0
7533,101, Ben,0,0,0,0
7534,101, mvexel,0,0,0,0
7535,1, Erik Brynjolfsson,0,0,0,0
7536,101, Dipak Patel,0,0,0,0
7537,1, sonkun,0,0,0,0
7538,101, carlosb,0,0,0,0
7539,101, Marnen Laibow-Koser,0,0,0,0
7540,1, Darksair,0,0,0,0
7541,1, Jame Plandit,0,0.0001631055,0,9.4300168065618E-005
7542,1, Marcos Ojeda,0,0,0,0
7543,1, k1lly,0,0,0,0
7544,1, Lucas,0,0,0,0
7545,101, Volker E.,0,0,0,0
7546,1, user7546,0,0,0,0
7547,101, Pin,0,0,0,0
7548,101, Mels,0,0,0,0
7549,1, Hrushikesh Kulkarni,0,0,0,0
7550,111, patrickvacek,1,0.0001631055,0,0.000098781
7551,101, Ryan Gibbons,0,0.0001631055,0,8.96832535872612E-005
7552,1, Bora,0,0,0,0
7553,101, Paul Raftery,0,0,0,0
7554,21, Pete Marsh,2,0.0001631055,0,0.0001307299
7555,31, subarytina,3,0.0001631055,0,8.98244806590534E-005
7556,101, Martin Berger,0,0,0,0
7557,1, lewis,0,0,0,0
7558,101, Muhammad,0,0,0,0
7559,1, user79262,0,0,0,0
7560,101, Daniel,0,0,0,0
7561,101, greggles,0,0,0,0
7562,1, user28671,0,0,0,0
7563,41, Bob,4,0.0001631055,0,0.0001061893
7564,1, Rafael L. Greenblatt,0,0,0,0
7565,1, Orsonfrut,0,0,0,0
7566,1, Puneeth,0,0,0,0
7567,9, Steve,-2,0.0001631055,0,0.0001144458
7568,101, Brett McCann,0,0,0,0
7569,101, pabouk,0,0,0,0
7570,101, cnu,0,0,0,0
7571,101, Meenakshi Sundaram R,0,0,0,0
7572,116, John Dodson,0,0,0.0001770538,0
7573,69, Arromazam,6,0.0004077638,0,0.0001705683
7574,1, dinesh,0,0,0,0
7575,101, Jon Fournier,0,0,0,0
7576,1, user7576,0,0,0,0
7577,1, Gus,0,0,0,0
7578,1, Erwan,0,0,0,0
7579,1, whitewolfpgh,0,0,0.0001770538,0
7580,11, user7580,1,0.0001631055,0,9.37007252359318E-005
7581,101, RobEarl,0,0,0,0
7582,101, Leif Andersen,0,0,0,0
7583,1, tubes,0,0,0,0
7584,101, Adam Bruss,0,0,0,0
7585,1, cryocide,0,0,0,0
7586,1, The J,0,0,0,0
7587,1, user178795,0,0,0,0
7588,1, user7588,0,0,0,0
7589,16, hamletmonkey1000,0,0,0.0001770538,0
7590,1, Andrew Craddock,0,0,0.0001770538,0
7591,106, Jean-Nicolas Boulay Desjardins,0,0,0.0001770538,0
7592,1, SS Lover,0,0.0001631055,0,9.37007252359318E-005
7593,123, James Morris,2,0.0003262111,0,0.0001978477
7594,1, doright,0,0,0,0
7595,1, user7595,0,0,0,0
7596,101, Fabian Pedregosa,0,0,0,0
7597,26, blahbla,0,0,0.0001770538,0
7598,1, jeff,0,0,0,0
7599,1, Evan Burke,0,0,0,0
7600,1, Great Big Al,0,0,0,0
7601,46, ngks,3,0.0001631055,0,9.39286251862791E-005
7602,1, Sean Lee-Siebels,0,0,0,0
7603,101, FistOfFury,0,0,0,0
7604,81, skipmcne,8,0.0002446583,0,0.0001162091
7605,111, jdl,0,0,0.0001770538,0
7606,1, vincent,0,0,0,0
7607,1, Onam Portal,0,0,0,0
7608,101, bartektartanus,0,0,0,0
7609,48, Poorav,0,0,0.0001770538,0
7610,101, ijmarshall,0,0,0,0
7611,6, Greg,0,0,0.0001770538,0
7612,1, robotix,0,0,0,0
7613,108, skayred,0,0,0.0001770538,0
7614,1, annmarinanagy,0,0,0,0
7615,1, user2068060,0,0,0,0
7616,101, Ty221,0,0,0,0
7617,101, RedGrittyBrick,0,0,0,0
7618,101, Doctor Oreo,0,0,0,0
7619,1, Nathan L. Walls,0,0,0,0
7620,101, cyang,0,0,0,0
7621,101, sukhmel,0,0,0,0
7622,101, mwoua,0,0,0,0
7623,101, Jonathan Schuster,0,0,0,0
7624,1, Guy S,0,0,0,0
7625,6, trevor,0,0,0.0001770538,0
7626,1, VruNix,0,0,0,0
7627,101, Csaba Toth,0,0,0,0
7628,101, Mooing Duck,0,0,0,0
7629,156, Jonathan Mee,0,0,0.0001770538,0
7630,11, Fai Mao,1,0.0001631055,0,9.32031415603637E-005
7631,101, Lie Ryan,0,0,0,0
7632,1, Dua,0,0,0,0
7633,1, Paul,0,0,0,0
7634,1, alanj,0,0,0.0001770538,0
7635,1, Mark Postman,0,0,0,0
7636,143, Remy,1,0.0002446583,0.0003541076,0.0001292087
7637,1, Guest,0,0.0001631055,0,8.97765795736103E-005
7638,1, Pramod Srinivasula,0,0,0,0
7639,1, Tiffany,0,0,0,0
7640,21, Andy,0,0,0.0001770538,0
7641,1, Ted,0,0,0,0
7642,1, BobbyByke,0,0,0,0
7643,1, Erin Martin,0,0.0001631055,0,0.0001479103
7644,1, Katrina Nickson,0,0.0001631055,0,0.0001456943
7645,41, user7645,4,0.0003262111,0,0.0001043214
7646,1, user7646,0,0,0,0
7647,1, Vvh Sagar,0,0,0,0
7648,21, pa1983,2,0.0003262111,0,0.0001510048
7649,1, Jon Saw,0,0,0,0
7650,1, Madax,0,0,0,0
7651,111, thepriebe,0,0,0.0001770538,0
7652,1, Luke,0,0,0,0
7653,1, Scott Hansen,0,0,0,0
7654,1, superboot,0,0,0,0
7655,101, Ryan Anderson,0,0,0,0
7656,101, ikh,0,0,0,0
7657,125, Andy,0,0,0.0001770538,0
7658,1, user878796,0,0,0,0
7659,101, cspirou,0,0,0,0
7660,121, Drew Steen,2,0.0001631055,0,0.0001038104
7661,6, BILL HUCKABEE,0,0,0.0001770538,0
7662,1, nsandersen,0,0,0,0
7663,201,27777,7,0.0003262111,0,0.000125672
7664,151, DVK,0,0,0.0001770538,0
7665,101, Teodor,0,0,0,0
7666,1, user7666,0,0,0,0
7667,143, Jonathan Spiller,0,0,0.0001770538,0
7668,101, e-sushi,0,0,0,0
7669,1, Joseph Sweeney,0,0,0,0
7670,1, Mai,0,0,0,0
7671,1, user7671,0,0,0,0
7672,1, Rich_F,0,0,0,0
7673,101, Michael Kjörling,0,0,0,0
7674,1, Seishun,0,0,0,0
7675,107, George Skoptsov,-1,0.0002446583,0,0.0002889146
7676,101, JcMaco,0,0,0,0
7677,1, jim,0,0,0,0
7678,6, guest9999,0,0,0.0001770538,0
7679,1, Fernando Meyer,0,0,0,0
7680,13, user10756,0,0,0.0001770538,0
7681,1, markys,0,0,0,0
7682,1, gtonic,0,0,0,0
7683,101, javen,0,0,0,0
7684,101, Dave,0,0,0,0
7685,1, peter sides,0,0,0,0
7686,1, Romain,0,0,0,0
7687,104, mart,0,0,0.0001770538,0
7688,21, Casey Fittz,2,0.0001631055,0,0.0001594011
7689,101, unicron,0,0,0,0
7690,1, Christopher Aloi,0,0,0,0
7691,101, Sunil,0,0,0,0
7692,1, Nimish C,0,0,0,0
7693,101, Steve Kehlet,0,0,0,0
7694,1, Colin Thompson,0,0,0.0001770538,0
7695,1, Hector Luna,0,0,0,0
7696,1, user7696,0,0.0001631055,0,0.00009074
7697,1, aliceinwire,0,0,0,0
7698,161, Joe,6,0.0001631055,0,0.0044049184
7699,101, Alex C,0,0,0,0
7700,1, mcjimbob,0,0,0,0
7701,2453, Aaron,145,0.004566955,0.0044263457,0.0037093156
7702,1, Stewart,0,0.0001631055,0,8.98244806590534E-005
7703,1, jarabek,0,0,0,0
7704,1, user2826,0,0,0,0
7705,1, BWillums,0,0,0,0
7706,101, Robin,0,0,0,0
7707,101, Sunil D.,0,0,0,0
7708,101, punchagan,0,0,0,0
7709,101, Laura,0,0,0,0
7710,1, confidentjohn,0,0,0,0
7711,241, user36129,14,0.0001631055,0,0.0001024892
7712,1, mwgarrett17,0,0,0,0
7713,101, acudars,0,0,0,0
7714,1, Raveen Beemsingh,0,0,0,0
7715,101, Aru Ray,0,0,0,0
7716,101, TetonSig,0,0,0,0
7718,101, Duncan,0,0,0,0
7719,101, bradleybossard,0,0,0,0
7720,1, Ílson Bolzan,0,0,0,0
7721,6, Smith,0,0,0.0001770538,0
7722,9, Iriam,0,0,0.0001770538,0
7723,1, Qu3,0,0,0,0
7724,751, superdesk,56,0.0009786332,0,0.0003808088
7725,101, Mike Pennington,0,0,0,0
7726,1, user7726,0,0,0,0
7727,1, Dreamstool Chen,0,0,0,0
7728,1, guest8089,0,0,0,0
7729,1, Abhishek,0,0,0,0
7730,101, Sankar Ganesh,0,0,0,0
7731,1, user7731,0,0,0,0
7732,1, user7732,0,0,0,0
7733,101, CLockeWork,0,0,0,0
7734,101, Click-Rex,0,0,0,0
7735,101, pepsimax,0,0,0,0
7736,1, fred glickman,0,0,0.0001770538,0
7737,101, thomax,0,0,0,0
7738,1, User5910,0,0,0,0
7739,1, Fred Ggoff,0,0,0,0
7740,101, Miguel de Val-Borro,0,0,0,0
7741,244, lmjohns3,13,0.0005708694,0.0003541076,0.0002012351
7742,101, webtina,0,0,0,0
7743,1, Kevin Durette,0,0.0001631055,0,9.17962869990084E-005
7744,21, kevinthenerd,2,0.0002446583,0,0.0001044722
7745,1, user7745,0,0.0001631055,0,0.0001008103
7746,11, niranjan,0,0,0.0001770538,0
7747,1, user7747,0,0,0,0
7748,101, jerluc,0,0,0,0
7749,1, user7749,0,0,0,0
7750,101, Thufir,0,0,0,0
7751,1, Yu Huang Wu,0,0,0,0
7752,1, gary sinnott,0,0,0,0
7753,16, aepearson,0,0,0.0001770538,0
7754,101, Dave,0,0,0,0
7755,18, niovhe,0,0,0.0001770538,0
7756,106, Tom,0,0,0,0
7757,101, user2304916,0,0,0,0
7758,1, user7758,0,0,0,0
7759,101, krusty.ar,0,0,0,0
7760,101, SalmanPK,0,0,0,0
7761,101, Hamilton Verissimo,0,0,0,0
7762,1, Kaydee,0,0,0,0
7763,101, Natalie,0,0,0,0
7764,151, Vincent,5,0.0001631055,0,9.87394328870133E-005
7765,101, SAJ14SAJ,0,0,0,0
7766,1, nakamichi,0,0,0,0
7767,1, user213010,0,0,0,0
7768,427, Saxman,23,0.0005708694,0.0008852691,0.0001996899
7769,101, Jason Watkins,0,0,0,0
7770,6, Neil,0,0,0.0001770538,0
7771,11, user7771,1,0.0001631055,0,0.0001105754
7772,101, CopperKettle,0,0,0,0
7773,101, BGreene,0,0,0,0
7774,1, john,0,0.0001631055,0,9.62918095114013E-005
7775,6, Owen Stephen Dawson,0,0,0.0001770538,0
7776,1, Altay_H,-2,0.0001631055,0,9.34864067189699E-005
7777,1, tksb,0,0,0,0
7778,1, mishaba,0,0,0,0
7779,21, Arijit Dasgupta,2,0.0001631055,0,0.000098369
7780,106, user25018,0,0,0.0001770538,0
7781,101, orionll,0,0,0,0
7782,1, Patrick,0,0,0,0
7783,1, danil,0,0,0,0
7784,1, Tuğkan,0,0,0,0
7785,101, Blam,0,0,0,0
7786,1, Rob T.,0,0.0001631055,0,8.84405804822145E-005
7787,1, Grogie,0,0,0,0
7788,1, Alex B,0,0,0,0
7789,24, gest78,0,0,0.0001770538,0
7790,104, erik,0,0.0001631055,0.0003541076,0.0005721713
7791,101, HOCA,0,0,0,0
7792,101, jmh,0,0,0,0
7793,101, mtahmed,0,0.0001631055,0,9.75039376698741E-005
7794,1, alockwood05,0,0,0,0
7795,198, Voodoo,0,0,0.0001770538,0
7796,101, Daniel Stutz,0,0,0,0
7797,101, vissi,0,0,0,0
7798,1, Jason Moon,0,0,0,0
7799,11, Mathew Pithie,1,0.0001631055,0,0.0001456943
7800,1, RazorSky,0,0,0,0
7801,101, BRabbit27,0,0,0,0
7802,16, user7802,0,0,0.0001770538,0
7803,108, Adal,0,0,0.0001770538,0
7804,1, Rob,0,0.0001631055,0,9.32931510435303E-005
7805,11, Andres,0,0,0.0001770538,0
7806,101, cabad,0,0,0,0
7807,1, Esteban,0,0,0,0
7808,11, Zach Taiji,1,0.0002446583,0,0.0001594011
7809,1, matt_epilp,0,0,0,0
7810,101, Flavin,0,0,0,0
7811,18, Rober,0,0,0.0001770538,0
7812,1, Valentijn,0,0,0,0
7813,1, Josh Davis,0,0,0,0
7814,96, Mike P,8,0.0007339749,0,0.0002635282
7815,101, rincewind,0,0,0,0
7816,101, user88377,0,0,0,0
7817,61, Marcel,6,0.0001631055,0,8.96501032276288E-005
7818,106, Dave,0,0,0.0001770538,0
7820,1, Nick,0,0,0,0
7821,28, JSoet,0,0,0.0001770538,0
7822,101, Dennis,0,0,0,0
7823,1, user7823,0,0,0,0
7824,1, MatthewN5,0,0.0001631055,0,0.0001024892
7825,118, Joe,0,0,0.0001770538,0
7827,101, Marc-Andre,0,0,0,0
7828,101, toscho,0,0,0,0
7829,103, Mat,0,0,0,0
7830,101, Jan Dvorak,0,0,0,0
7831,1, john,0,0,0,0
7832,1, tom,0,0,0,0
7833,11, philipha,1,0.0001631055,0,0.0001021569
7834,101, davidmontoyago,0,0,0,0
7835,11, Dwindlehop,0,0,0,0
7836,101, Jinghao Shi,0,0,0,0
7837,126, codedude,0,0,0.0001770538,0
7838,101, Saurabh,0,0,0,0
7839,1, cheflo,0,0,0,0
7840,38, Abrahamyan Samvel,0,0,0.0001770538,0
7841,1, user7841,0,0,0,0
7842,11, user7842,0,0.0001631055,0,9.29775547387413E-005
7843,1, Donald Ross,0,0,0,0
7844,118, Calrion,0,0,0.0001770538,0
7845,1, orangenarwhals,0,0,0,0
7846,1, Rodrigo Chiong,0,0,0,0
7847,11, Alexandre Mazel,1,0.0001631055,0,0.000098369
7848,1, jamie fairlie,0,0,0,0
7849,101, Gabe,0,0,0,0
7850,11, JS in California,0,0,0.0001770538,0
7851,183, myneur,10,0.0002446583,0.0003541076,9.64651033672332E-005
7852,1, blue and grey,0,0,0,0
7853,101, Milos Petrovic,0,0,0,0
7854,1, user7854,0,0,0,0
7855,101, speshak,0,0,0,0
7856,1, user7856,0,0,0,0
7857,1, Guilherme Donato,0,0,0,0
7858,1, user2320677,0,0,0,0
7859,118, Oreotrephes,0,0,0.0001770538,0
7860,1, Andrei Sarpe,0,0,0,0
7861,1, morukonur,0,0,0,0
7862,51, Clarence Waialeale,5,0.0001631055,0,8.96501032276288E-005
7863,6, John,0,0,0.0001770538,0
7864,101, neuhausr,0,0,0,0
7865,6, user7865,0,0,0.0001770538,0
7866,1, Saik0,0,0,0,0
7867,101, David,0,0,0,0
7868,101, Krishnabhadra,0,0,0,0
7869,101, Alexandru Cristescu,0,0,0,0
7870,1, Harrison Powers,0,0,0,0
7871,101, takumar,0,0,0,0
7872,1, alybitt,0,0,0,0
7873,216, Laurent,6,0.0002446583,0,0.0001218944
7874,1, Zac,0,0,0,0
7875,164, user5108_Dan,3,0.0002446583,0.0005311615,0.0001580069
7876,101, user1535629,0,0,0,0
7877,101, hayd,0,0,0,0
7878,101, Ben Lings,0,0,0,0
7879,101, Ross Rogers,0,0,0,0
7880,21, Jim Gourgoutis,0,0.0002446583,0,0.0004221462
7881,101, Rick Mogstad,0,0,0.0001770538,0
7882,1, paul,0,0,0,0
7883,1, user7883,0,0,0,0
7884,28, Edgar,0,0,0.0001770538,0
7885,1, jac_no_k,0,0,0,0
7886,1, Jonas Buckner,0,0,0,0
7887,1, KFO,0,0,0,0
7888,11, sue and phil,0,0,0.0001770538,0
7889,1, pierre,0,0,0,0
7890,101, jingtao,0,0,0,0
7891,11, DaveR,1,0.0001631055,0,9.62918095114013E-005
7892,1, Colin,0,0,0,0
7893,1, WillFrey,-1,0.0001631055,0,0.0001594011
7894,1, Jeromie Kirchoff,0,0,0,0
7895,26, T Coluccio,0,0,0.0001770538,0
7896,11, Tom,1,0.0001631055,0,0.0001381
7897,101, devin_s,0,0,0,0
7898,1, Michelangelo Partipilo,0,0,0,0
7899,13, AllDayer,0,0,0.0001770538,0
7900,36, Cape Town Cycles,2,0.0001631055,0,0.0001594011
7901,1, faceplantguru,0,0.0001631055,0,0.0001144562
7902,1, user14744,0,0,0,0
7903,1, ray,-1,0.0001631055,0,9.29775547387413E-005
7904,6, Nuno Calaim,0,0,0.0001770538,0
7905,101, JoBo,0,0,0,0
7906,1, sudeepo,0,0,0,0
7907,113, Meep,0,0.0002446583,0.0003541076,0.0001173904
7908,1, Richard D,0,0,0,0
7909,101, Bryce,0,0,0,0
7910,1, sprimon,0,0,0,0
7911,1, BrianDotNet,0,0,0,0
7912,1, wekeleffen,0,0,0,0
7913,101, bummi,0,0,0,0
7914,1, sufferKing,0,0,0,0
7915,1, user7915,0,0,0,0
7916,101, hernan43,0,0,0,0
7917,1, Andrew Taranov,0,0,0,0
7918,101, aauser,0,0,0,0
7919,101, Jannemans,0,0,0,0
7921,1, user7921,0,0,0,0
7922,1, Faisal Nasrullah,0,0,0,0
7923,101, Mike D,0,0,0,0
7924,1, Nik,0,0,0,0
7925,1, pilsna,0,0,0,0
7926,1, user7926,0,0,0,0
7927,101, Sean Mackesey,0,0,0,0
7928,1, Skip Griffin,0,0,0,0
7929,6, Abu Mas'ud,0,0,0.0001770538,0
7930,1, Raffael Greenwood,0,0,0,0
7931,101, Constablebrew,0,0,0.0001770538,0
7932,101, rjb,0,0,0,0
7933,1, Barry Murphy,0,0,0,0
7934,1, user7934,0,0.0001631055,0,0.000097054
7935,1, John P Smith,0,0,0,0
7936,1, Fred Johnson,0,0,0,0
7937,1, Elizabeth Murray,0,0,0,0
7938,1, Kieran Goode,0,0,0,0
7939,1, Tommy Jones,0,0,0,0
7940,101, Pops,0,0,0,0
7941,1, igemonster,0,0,0,0
7942,101, Mustafa Magdy,0,0,0,0
7943,1, user50623,0,0,0,0
7944,1, Trieu Truong,0,0,0,0
7945,11, Adam,0,0.0001631055,0,0.0001105754
7946,121, feklee,1,0.0001631055,0.0003541076,0.0005721713
7947,101, atrepp,0,0,0,0
7948,6, RFrey,0,0,0.0001770538,0
7949,1, Chus Margallo,0,0,0,0
7950,101, Justin D.,0,0,0,0
7951,101, nutty about natty,0,0,0,0
7952,1, Willey,0,0,0,0
7953,1, Sanjay Sahani,0,0,0,0
7954,1, Jhonee,0,0,0,0
7955,1, widox,0,0,0,0
7956,1, SeverinK,0,0,0,0
7957,28, A J,0,0,0.0001770538,0
7958,1, bestfriendsforever,0,0,0,0
7959,101, Tyron Gower,0,0,0,0
7960,101, Richard Neish,0,0,0,0
7961,1, darioshanghai,0,0,0,0
7962,21, user7962,0,0,0.0001770538,0
7963,1, ddx,0,0,0,0
7964,1, user7964,0,0,0.0001770538,0
7965,1, Johnpaul,0,0,0,0
7966,1, user7966,0,0,0,0
7967,101, mgorven,0,0,0,0
7968,101, MyChaOS,0,0,0,0
7969,9, Nick,0,0.0001631055,0,0.0001247027
7970,101, Jojo,0,0,0,0
7971,1, Sercan Altundaş,0,0,0,0
7972,101, Shathish,0,0,0,0
7973,1, Kirby Hilton,0,0,0,0
7974,101, betelgeuce,0,0,0,0
7975,1, Einstein,0,0.0001631055,0,0.000098369
7976,11, Riyäd Äl Husseini,0,0,0.0001770538,0
7977,1, user7977,0,0,0,0
7978,131, Anton,0,0,0.0001770538,0
7979,1, trmdttr,0,0,0,0
7980,1, user960873,0,0,0,0
7981,23, codeInnovation,2,0.0001631055,0,0.0001008103
7982,101, Hauke Strasdat,0,0,0,0
7983,101, Michael Wiles,0,0,0,0
7984,141, Emyr,4,0.0002446583,0,0.0001089378
7985,1, Gryfny Hanys,0,0,0,0
7986,1, RussellM,0,0,0,0
7987,1, Yeyo,0,0,0,0
7988,1, BOfH,0,0,0,0
7989,1, Deepee,0,0,0,0
7990,121, Vincent,0,0,0.0001770538,0
7991,1, Jonathan,0,0,0,0
7992,41, Imran-UK,0,0,0.0001770538,0
7993,21, Matej Dlabal,0,0,0.0001770538,0
7994,1, Anx,0,0,0,0
7995,1, PlantationGator,0,0,0,0
7996,101, gladiator001,0,0,0,0
7997,11, Charlie McDonald,0,0,0.0001770538,0
7998,11, Mike,1,0.0001631055,0,0.0001441555
7999,168, Alexander,12,0.0008155276,0,0.0004258288
8000,101, Laszlo Papp,0,0,0,0
8001,11, Tom,1,0.0001631055,0,0.0001024892
8002,101, Carlos Ricardo,0,0,0,0
8003,16, Lee,0,0,0.0001770538,0
8004,101, Xavier Casto,0,0,0,0
8005,6, lifeanxiety,0,0,0,0
8006,131, Jon Cram,1,0.0001631055,0.0001770538,0.0001594011
8007,101, John Allers,0,0,0,0
8008,6, anthony robles,0,0,0,0
8009,101, watael,0,0,0,0
8010,1, Anthony Robles,0,0,0,0
8011,101, Alan,0,0,0,0
8012,101, Jochen,0,0,0,0
8013,1, alexs,0,0,0,0
8014,26, user5611,1,0.0001631055,0,0.0001594011
8015,1, codelovesme,0,0,0,0
8016,101, Umber Ferrule,0,0,0,0
8017,1, Kirk A,-1,0.0001631055,0,0.0001271686
8018,1, 54N1,0,0,0,0
8019,1, Kevin,0,0,0,0
8020,16, Hawk Granville,0,0,0.0001770538,0
8021,11, user8021,0,0,0.0001770538,0
8022,101, cdonner,0,0,0,0
8023,1, Rife168,0,0,0,0
8024,1, Lê Tùng,0,0,0,0
8025,21, Amber,0,0.0001631055,0.0001770538,0.0001227818
8026,1, user8026,0,0,0,0
8027,1, F.Norte,0,0,0,0
8028,20, findchris2day,0,0,0.0001770538,0
8029,116, smoore,0,0,0.0001770538,0
8030,101, Jontas,0,0,0,0
8031,101, mac,0,0,0,0
8032,1, dena,-1,0.0001631055,0,9.22657646989977E-005
8033,101, rossmcf,0,0,0,0
8035,101, hobbes3,0,0,0,0
8036,1, Chris Hedgpeth,0,0,0,0
8037,124, Sayse,0,0,0.0001770538,0
8038,68, Cardon Fry,0,0,0.0001770538,0
8039,11, TheBigRider,1,0.0001631055,0,9.34864067189699E-005
8040,1, tfarkas,0,0,0,0
8041,1, Kelevra,0,0.0001631055,0,0.000098369
8042,14, Doug,0,0,0.0001770538,0
8043,101, Dustin Venegas,0,0,0,0
8044,101, bnieland,0,0,0,0
8045,101, DJack,0,0,0,0
8046,118, Vigrond,0,0,0.0001770538,0
8047,1, gogster,0,0,0,0
8048,131, benshepherd,3,0.0001631055,0,9.53173697489281E-005
8049,101, Dusda,0,0,0,0
8050,1, MWA206,0,0.0001631055,0,9.53173697489281E-005
8051,1, user74564,0,0,0,0
8052,101, Rahul More,0,0,0,0
8053,1, EatATaco,0,0,0,0
8054,101, Andrey Bodoev,0,0,0,0
8055,101, Andrey Nelubin,0,0,0,0
8056,1, Eugenio,0,0.0001631055,0,0.0001429676
8057,1, cquinones,0,0,0,0
8058,101, two7s_clash,0,0,0,0
8059,1, Alex Volpe,0,0,0,0
8060,101, rkj,0,0,0,0
8061,101, Rikki,0,0,0,0
8062,1, Dan U,0,0.0001631055,0,9.22657646989977E-005
8063,4, nijave,0,0,0.0001770538,0
8064,101, miguev,0,0,0,0
8066,11, Martin Wrigley,1,0.0001631055,0,8.99083403549161E-005
8067,118, Willburt,0,0,0.0001770538,0
8068,6, user8068,0,0,0.0001770538,0
8069,1, Martyn John Ward,-1,0.0001631055,0,0.0001160278
8070,1, srinivasan4u,0,0,0,0
8071,1, Alexandru Papiu,0,0,0,0
8072,1, petebachant,0,0,0,0
8073,101, Maciej Cygan,0,0,0,0
8074,1, Bill,0,0,0,0
8075,1, James Carnel,0,0,0,0
8076,101, Love Trivedi,0,0,0,0
8077,1, feely73,0,0,0,0
8078,1, Prashant AK,0,0,0,0
8079,1, user8079,0,0.0001631055,0,0.0001227818
8080,1, alexander,0,0,0,0
8081,1, nekrum,0,0,0,0
8082,1, fred landgraf,0,0,0,0
8083,101, Matthias Vallentin,0,0,0,0
8084,138, A.E. Drew,1,0.0001631055,0.0001770538,0.0001008103
8085,101, John in MD,0,0,0,0
8086,6, Ivan,0,0,0.0001770538,0
8087,11, The Shovel,1,0.0001631055,0,8.93257385856458E-005
8088,1, Val,0,0,0,0
8089,1, Juvil,0,0,0.0001770538,0
8090,1, user2157668,0,0,0,0
8091,101, ckittel,0,0,0,0
8092,123, DanHickstein,0,0,0.0001770538,0
8093,1, user190797,0,0,0,0
8094,31, Tony S.,3,0.0001631055,0,8.96501032276288E-005
8095,1, user8095,0,0,0,0
8096,1, Neil,0,0,0,0
8097,1, Puja Gupta,0,0,0,0
8098,1, fergycool,0,0,0,0
8099,13, Natalie,0,0,0.0001770538,0
8100,101, JoséNunoFerreira,0,0,0,0
8101,1, bleep-io,0,0,0,0
8102,1, ChanSeiha Ho,-3,0.0001631055,0,8.90615842597975E-005
8103,101, adkSerenity,0,0,0,0
8104,1, Curtis Brown,0,0,0,0
8105,1, sandersmyrtle,0,0,0,0
8106,1, Anthony,0,0.0001631055,0,9.22657646989977E-005
8107,1, David,0,0,0,0
8108,1, 0ld5chool,0,0,0,0
8109,101, user1256923,0,0,0,0
8110,101, longda,0,0,0,0
8111,1, Andrew,0,0.0001631055,0,9.31215939468478E-005
8112,78, mrsoltys,1,0.0003262111,0.0005311615,0.0001619664
8113,101, Charles,0,0,0,0
8114,1, DreamBanger,0,0.0001631055,0,9.22657646989977E-005
8115,21, nicdoye,2,0.0001631055,0,0.0001422121
8116,1, Theodore,0,0,0,0
8117,111, Geoff Jackson,0,0,0.0001770538,0
8118,1, MBP,0,0,0,0
8119,1, derek,0,0,0,0
8120,1, armchairdj,0,0,0,0
8121,101, Tom Kealy,0,0,0,0
8122,101, ehsteve,0,0,0,0
8123,36, Lolo,2,0.0001631055,0,0.0001456943
8124,1, Wendy Spring,0,0,0,0
8125,1, user8125,0,0,0,0
8126,31, tabnox,3,0.0001631055,0,0.0001227818
8127,101, Sam King,0,0,0,0
8128,1, Daniel Knight,0,0,0,0
8129,1, user189618,0,0,0,0
8130,1, Plamen 1123,0,0,0,0
8131,101, kevin,0,0,0,0
8132,101, Matteo,0,0,0,0
8133,18, MemeCat,0,0,0.0001770538,0
8134,1, user8134,0,0,0,0
8135,1, Ayan Mullick,0,0,0,0
8136,1, LyK,0,0,0,0
8137,56, Kibber,4,0.0001631055,0,8.92141596490673E-005
8138,1, user8138,0,0,0,0
8139,1, njg,0,0,0,0
8140,1, Andrestand,0,0,0,0
8141,101, Dyin,0,0,0,0
8142,101, Martín Fixman,0,0,0,0
8143,101, Wolter Hellmund,0,0,0,0
8144,1, AlphaPrime,0,0,0,0
8145,21, Belicosus,2,0.0002446583,0,0.0001414526
8146,1, Daniel Ness,0,0,0,0
8147,1, Adriaan,0,0,0,0
8148,1, Sufferfest,0,0.0001631055,0,9.22657646989977E-005
8149,1, TheLinMas,0,0,0,0
8150,19, syad,1,0.0001631055,0,0.0001101178
8152,128, THEAO,0,0,0.0001770538,0
8153,1, user8153,0,0,0,0
8154,101, farski,0,0,0,0
8155,121, locrizak,0,0,0.0001770538,0
8156,1, user8156,0,0,0,0
8157,101, Michael Grünewald,0,0,0,0
8158,1, Catherine Jones,0,0,0,0
8159,101, Alex,0,0,0,0
8160,1, rwatuny,0,0,0,0
8161,1, user8161,0,0,0,0
8162,71, user8162,7,0.0001631055,0,0.0001144458
8163,1, user8163,0,0,0,0
8164,1, Pedro,0,0,0,0
